label,pattern,replace
number_word,eight,8
number_word,eleven,11
number_word,five,5
number_word,four,4
number_word,nine,9
number_word,one,1
number_word,seven,7
number_word,six,6
number_word,ten,10
number_word,three,3
number_word,twelve,12
number_word,two,2
number_word,zero,0
numeric_units,hundred,100
numeric_units,hundreds,100
numeric_units,thousand,1000
numeric_units,thousands,1000
